,timestamp,photoIndex,V,geometry,pictureUrl
146182,1496844373.65,470.0,36.7962817625,POINT (-73.95881599000001 40.67844161),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_551a3_59384a0ea4744.jpg
146492,1496844376.67,471.0,49.4327282473,POINT (-73.95879119 40.678548695),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_6aa04_59384a125c5ee.jpg
146799,1496844379.66,472.0,26.8759779771,POINT (-73.958765875 40.678670595),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_471ad_59384a1562f81.jpg
147128,1496844382.67,473.0,23.1456653136,POINT (-73.95871695 40.678803575),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_bd129_59384a12578fb.jpg
147310,1496844384.68,474.0,20.9778395897,POINT (-73.95869655999999 40.67889337),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_56e01_59384a1a26d41.jpg
147508,1496844386.66,475.0,23.9369812152,POINT (-73.958676185 40.67898431),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_c6f8e_59384a19ad5f9.jpg
147817,1496844389.67,476.0,21.6320263835,POINT (-73.958646875 40.679106635),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_7af00_59384a15e143f.jpg
148121,1496844392.67,477.0,18.748974368,POINT (-73.958605455 40.67923235),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_1df2a_59384a1c01193.jpg
148324,1496844394.64,478.0,24.3772313931,POINT (-73.958574795 40.679312705),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_859c4_59384a19ba81e.jpg
148623,1496844397.66,479.0,25.2083494158,POINT (-73.958545775 40.679417035),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_cbcc8_59384a1e18758.jpg
148938,1496844400.65,480.0,14.6652756602,POINT (-73.95850988000001 40.67951745),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_82ce4_59384a1ece1e4.jpg
149242,1496844403.66,481.0,13.8577673237,POINT (-73.95847968999999 40.679585515),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_4ab75_59384a23bd64d.jpg
149541,1496844406.66,482.0,1.05805240229,POINT (-73.958471045 40.6796192),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_9623b_59384a204126a.jpg
153811,1496844448.65,483.0,13.8696392361,POINT (-73.95841662000001 40.67965278),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_8b870_59384a2529265.jpg
154643,1496844456.64,484.0,22.9022775546,POINT (-73.958377305 40.67974825),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_855bd_59384a2440edb.jpg
154933,1496844459.67,485.0,22.5586678862,POINT (-73.958352585 40.67985345),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_c80c5_59384a251f553.jpg
155234,1496844462.65,486.0,37.8792596316,POINT (-73.958318295 40.67998215),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_66aba_59384a2ebc773.jpg
155439,1496844464.65,487.0,21.2589060176,POINT (-73.95828797999999 40.68007491500001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_43609_59384a29b0f16.jpg
155635,1496844466.66,488.0,27.4330654673,POINT (-73.95829573 40.68015706),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_958b0_59384a293acb0.jpg
155972,1496844469.67,489.0,23.8316457238,POINT (-73.958341885 40.680295595),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_7a3ba_59384a2ade2ee.jpg
156141,1496844471.65,490.0,26.1864935475,POINT (-73.95836904500001 40.68038230499999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_8ae83_59384a2e5e0d7.jpg
156457,1496844474.68,491.0,21.257311681,POINT (-73.958393845 40.680507375),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_d1889_59384a2dd3d5a.jpg
156750,1496844477.65,492.0,18.4819637846,POINT (-73.95841267 40.68060182),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_28362_59384a344c7a0.jpg
157066,1496844480.66,493.0,31.8344209594,POINT (-73.95840384 40.68071369),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_23e4c_59384a3357a49.jpg
157367,1496844483.66,494.0,39.0127610919,POINT (-73.95841171000001 40.68083252),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_43be2_59384a33a9c1e.jpg
157667,1496844486.66,495.0,23.673875027,POINT (-73.95840820500001 40.68095295000001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_f587c_59384a32ddbc3.jpg
157970,1496844489.66,496.0,34.3621695843,POINT (-73.95842183000001 40.6810769),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_d0db6_59384a3663b37.jpg
158178,1496844491.65,497.0,24.997278937,POINT (-73.95845457499999 40.68120561000001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_c3df4_59384a37b2387.jpg
158379,1496844493.65,498.0,114.931508968,POINT (-73.95848614499999 40.681328855),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_f1a44_59384a387bd87.jpg
158580,1496844495.64,499.0,129.463559005,POINT (-73.95849404500001 40.68142251500001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_cbf69_59384a3f10a12.jpg
158795,1496844497.65,500.0,40.2644347124,POINT (-73.958510875 40.68151682000001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_4d28a_59384a3a5ed55.jpg
158998,1496844499.67,501.0,19.0620016443,POINT (-73.95853964 40.68156138499999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_8a1ed_59384a3c96d4e.jpg
159403,1496844503.68,502.0,21.9824447633,POINT (-73.958564935 40.68160958),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_8c847_59384a3d25856.jpg
159814,1496844507.67,503.0,66.1469179384,POINT (-73.95858548499999 40.681693695),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_8b70e_59384a4265408.jpg
160221,1496844511.67,504.0,23.9253563129,POINT (-73.958647955 40.68186255000001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_df305_59384a42ee9e2.jpg
160442,1496844513.68,505.0,34.9297017111,POINT (-73.95865668499999 40.681964035),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_68fb1_59384a41ab135.jpg
160621,1496844515.67,506.0,45.1577812084,POINT (-73.95865067 40.68207862),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_6d71e_59384a476f487.jpg
160832,1496844517.65,507.0,30.4470949202,POINT (-73.95864734499999 40.682186735),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_97213_59384a46827c8.jpg
161028,1496844519.67,508.0,31.0138945169,POINT (-73.95867006 40.68228685),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_8ebd5_59384a471325c.jpg
161233,1496844521.67,509.0,48.9286847795,POINT (-73.958708805 40.68239569),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_6dcd6_59384a48f410c.jpg
161435,1496844523.68,510.0,23.7182638368,POINT (-73.95874682 40.68249264),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_2fcea_59384a4b515b1.jpg
161746,1496844526.68,511.0,118.289563174,POINT (-73.95877234 40.68262735),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_4eae2_59384a4ad8fae.jpg
161953,1496844528.71,512.0,93.3983568728,POINT (-73.958792485 40.68275454),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_2e3c9_59384a511d6fa.jpg
162141,1496844530.65,513.0,26.4671306701,POINT (-73.95880433000001 40.68283574),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_301fd_59384a4c8576a.jpg
162507,1496844533.66,514.0,4.49091319559,POINT (-73.95882103 40.68291153),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_1e1ee_59384a5236ed8.jpg
163090,1496844539.67,515.0,7.73438653075,POINT (-73.958836155 40.68293863),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_894d3_59384a5059fbc.jpg
164337,1496844551.66,516.0,18.6332040336,POINT (-73.95887275 40.683016655),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_fa5e1_59384a51a71f8.jpg
164689,1496844555.66,517.0,28.1092145269,POINT (-73.958892615 40.68314259),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_8ae53_59384a549e2e4.jpg
164995,1496844558.67,518.0,28.3568188708,POINT (-73.95891272 40.683296235),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_c9fb4_59384a59cb084.jpg
165196,1496844560.66,519.0,29.6756857604,POINT (-73.95894649 40.68337518),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_b64e8_59384a5697baf.jpg
165505,1496844563.64,520.0,21.7089520139,POINT (-73.958991035 40.68351275),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_303d6_59384a57ec565.jpg
165735,1496844565.65,521.0,23.6487274362,POINT (-73.959012 40.68359728),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_f80a3_59384a5879779.jpg
166014,1496844568.64,522.0,44.0064503357,POINT (-73.95901176999999 40.683718265),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_b43c1_59384a5be4d06.jpg
166317,1496844571.67,523.0,34.1811896171,POINT (-73.95903590500001 40.68389725),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_a3745_59384a5f761b4.jpg
166520,1496844573.64,524.0,34.1886193513,POINT (-73.95906721 40.68398526999999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_ad100_59384a5db9b62.jpg
166824,1496844576.65,525.0,79.1861006596,POINT (-73.95910908499999 40.684107715),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_db446_59384a61d63e3.jpg
167125,1496844579.65,526.0,84.4240513874,POINT (-73.95912846499999 40.68422443),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_e6242_59384a600d994.jpg
167337,1496844581.66,527.0,44.293673709,POINT (-73.95911280999999 40.68433341),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_07c75_59384a6b8b9c9.jpg
167542,1496844583.66,528.0,28.7819119758,POINT (-73.959126325 40.684449395),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_cae24_59384a64b1fa7.jpg
167740,1496844585.65,529.0,36.2859417293,POINT (-73.95914253500001 40.68452572),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_1a74c_59384a6448b81.jpg
168065,1496844588.86,530.0,39.9696519274,POINT (-73.95915103 40.68466062),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_cd7ee_59384a689389c.jpg
168251,1496844590.65,531.0,34.342038984,POINT (-73.95916708499999 40.68473605),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_6f078_59384a6b1ea7e.jpg
168609,1496844593.65,532.0,24.8655614543,POINT (-73.95919874000001 40.68488472),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_e92e1_59384a688ab6d.jpg
168760,1496844595.65,533.0,36.6604215458,POINT (-73.95922742499999 40.68500674),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_f5601_59384a6dd53b9.jpg
168965,1496844597.66,534.0,28.7322737074,POINT (-73.95922188999998 40.68508826999999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_d30b3_59384a6fe686b.jpg
169273,1496844600.65,535.0,36.8814833462,POINT (-73.959236815 40.68522994500001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_12587_59384a71d4b10.jpg
169481,1496844602.65,536.0,37.8102555783,POINT (-73.959270975 40.68534266),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_3437d_59384a6f426a2.jpg
169711,1496844604.65,537.0,38.0290478179,POINT (-73.95933067999999 40.68548072),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_c7514_59384a741b171.jpg
169884,1496844606.65,538.0,72.0050191233,POINT (-73.95935436000001 40.68559366499999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_5bf21_59384a72df0c7.jpg
170080,1496844608.65,539.0,86.4440489952,POINT (-73.959375115 40.685718295),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_cc830_59384a75d7788.jpg
170295,1496844610.65,540.0,83.9149872981,POINT (-73.95941015 40.68584606),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_21a06_59384a76b84fd.jpg
170497,1496844612.65,541.0,36.1776107492,POINT (-73.959434055 40.685975155),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_55f29_59384a7597773.jpg
170698,1496844614.65,542.0,49.420265369,POINT (-73.95945610999999 40.686081915),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_9193a_59384a7c50c58.jpg
170907,1496844616.73,543.0,42.7892562771,POINT (-73.95947240999999 40.68618676),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_d07b9_59384a7ba84ad.jpg
171105,1496844618.7,544.0,24.0384970692,POINT (-73.95950245500001 40.686296105),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_4f340_59384a79129d6.jpg
171312,1496844620.66,545.0,23.3373239718,POINT (-73.959533085 40.68639198500001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_6f405_59384a7ac934d.jpg
171510,1496844622.67,546.0,53.9702296824,POINT (-73.959560745 40.686503365),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_f9b2e_59384a7c25d39.jpg
171718,1496844624.67,547.0,35.8101277636,POINT (-73.959567505 40.686635605),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_5bbd2_59384a8043d1c.jpg
171942,1496844626.64,548.0,27.9379250063,POINT (-73.959571795 40.6867666),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_8de41_59384a81c0562.jpg
172122,1496844628.66,549.0,39.1925502557,POINT (-73.95960858000001 40.68687968),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_9c13a_59384a7fae505.jpg
172327,1496844630.65,550.0,40.3376895939,POINT (-73.959615195 40.68699476),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_45330_59384a80abf6a.jpg
172536,1496844632.67,551.0,25.4150948044,POINT (-73.95964656 40.68710258),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_601cd_59384a82bb54b.jpg
172731,1496844634.65,552.0,24.6026694208,POINT (-73.95969594499999 40.687203995),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_c4e08_59384a84d1a30.jpg
172946,1496844636.68,553.0,60.6643373009,POINT (-73.95973878000001 40.68733387),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_a56cb_59384a8578e74.jpg
173147,1496844638.66,554.0,40.4013965076,POINT (-73.959727535 40.687441965),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_ca88e_59384a8a21ae5.jpg
173453,1496844641.67,555.0,44.6595063089,POINT (-73.95976390999999 40.687573155),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_c720b_59384a87de038.jpg
173658,1496844643.67,556.0,37.2804184447,POINT (-73.959782695 40.687693585),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_2ab4c_59384a89eceab.jpg
173869,1496844645.67,557.0,33.7797075147,POINT (-73.95980711000001 40.687828265),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_9ff42_59384a8a70816.jpg
174059,1496844647.66,558.0,30.0939742297,POINT (-73.95982939000001 40.687936745),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_7cee5_59384a918d0ef.jpg
174265,1496844649.67,559.0,65.7028134525,POINT (-73.95984731999999 40.68801272),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_70b51_59384a8f0cf80.jpg
174576,1496844652.66,560.0,46.7229865842,POINT (-73.95983487000001 40.688135575),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_16f27_59384a8e9d579.jpg
174778,1496844654.65,561.0,73.5631583433,POINT (-73.959854885 40.6882321),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_a0633_59384a8f30ef4.jpg
174972,1496844656.65,562.0,46.8950686464,POINT (-73.959850625 40.68830876),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_74a94_59384a94978c5.jpg
175291,1496844659.66,563.0,89.2834347057,POINT (-73.95991229500001 40.68848982),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_62fd6_59384a960541c.jpg
175515,1496844661.65,564.0,102.614518001,POINT (-73.95996565 40.68861201),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_59b7f_59384a95d70d7.jpg
175693,1496844663.66,565.0,98.7750358937,POINT (-73.96002347999999 40.688714125),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_7e2a4_59384a95a2b80.jpg
175888,1496844665.65,566.0,85.5938225192,POINT (-73.95999796000001 40.688849895),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_a9a4f_59384a9a3796d.jpg
175994,1496844666.65,567.0,33.6060152431,POINT (-73.95999179500001 40.68888402),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_a06b1_59384a9a9e13f.jpg
176305,1496844669.66,568.0,59.9393297672,POINT (-73.96004178999999 40.68904348),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_1e856_59384a9d630cc.jpg
176539,1496844671.65,569.0,33.5557183337,POINT (-73.96005953 40.68913094),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_b721d_59384a9d307b0.jpg
176732,1496844673.67,570.0,34.1745917287,POINT (-73.960048145 40.689241305),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_b830e_59384aa03b9f4.jpg
176914,1496844675.65,571.0,36.8925389057,POINT (-73.960037535 40.689328575),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_a7154_59384aa2095c3.jpg
177220,1496844678.66,572.0,20.5291713465,POINT (-73.960071255 40.689455865),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_8acbb_59384aa438fb6.jpg
177525,1496844681.67,573.0,29.8069593993,POINT (-73.96012032499999 40.689606685),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_39472_59384aa5acaee.jpg
177726,1496844683.65,574.0,28.0714131041,POINT (-73.96014457499999 40.689717895),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_9037a_59384aa899503.jpg
177932,1496844685.65,575.0,23.2958600003,POINT (-73.96013908500001 40.68980088),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_820c1_59384aabdaf4a.jpg
178241,1496844688.65,576.0,38.2882239341,POINT (-73.96010337500002 40.689962605),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_3234e_59384aab7a4de.jpg
178440,1496844690.66,577.0,55.2160438364,POINT (-73.960131645 40.69006221),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_3ae19_59384aaaedae9.jpg
178648,1496844692.65,578.0,137.175730781,POINT (-73.96018298000001 40.690169865),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_7a9a5_59384aafcd018.jpg
178849,1496844694.65,579.0,174.460094725,POINT (-73.96022705499999 40.69027629),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_8f231_59384ab012424.jpg
179056,1496844696.68,580.0,37.2363795712,POINT (-73.960270565 40.690394825),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_89fbf_59384ab2e7064.jpg
179261,1496844698.65,581.0,52.5325197297,POINT (-73.96030122499999 40.69051367),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_82799_59384ab15a853.jpg
179461,1496844700.64,582.0,36.5722965368,POINT (-73.96036555500001 40.690606645),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_afc61_59384ab5f006b.jpg
179675,1496844702.65,583.0,25.5996524658,POINT (-73.96041224999999 40.690731585),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_1b03d_59384ab92c65d.jpg
179868,1496844704.65,584.0,39.3002694427,POINT (-73.96042054500001 40.69087263999999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_f55bf_59384ab697ec5.jpg
180100,1496844706.64,585.0,65.1071299483,POINT (-73.96046512000001 40.690989785),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_b7666_59384ab8c47c7.jpg
180275,1496844708.66,586.0,67.6790401721,POINT (-73.96047917499999 40.69111137500001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_4da61_59384abc798ac.jpg
180534,1496844710.65,587.0,68.5250398815,POINT (-73.96046899999999 40.691208005),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_130b3_59384abb1bf0e.jpg
180794,1496844713.65,588.0,52.7900932472,POINT (-73.96049071499999 40.69140318),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_f421a_59384abdb329f.jpg
180987,1496844715.66,589.0,79.6891048094,POINT (-73.9605093 40.69156404),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_b7b28_59384abfec485.jpg
181186,1496844717.65,590.0,37.144844,POINT (-73.96054881000001 40.69167979),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_d0745_59384abf516d5.jpg
181401,1496844719.67,591.0,48.8927428594,POINT (-73.96054827 40.691774515),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_06fe4_59384acaa56d5.jpg
181599,1496844721.65,592.0,45.6777664745,POINT (-73.96057875 40.69189047),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_b4541_59384ac20d4bf.jpg
181802,1496844723.65,593.0,37.1797318422,POINT (-73.96062610999999 40.692002665),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_b9b6a_59384ac925fab.jpg
182006,1496844725.65,594.0,55.3714109755,POINT (-73.960667125 40.692119485),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_869e9_59384ac41f0ba.jpg
182217,1496844727.67,595.0,52.1009672079,POINT (-73.9606958 40.692252105),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_61249_59384ac7532fc.jpg
182450,1496844729.66,596.0,99.0483639255,POINT (-73.96072584999999 40.692397595),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_4e058_59384ac9c0f8d.jpg
182626,1496844731.66,597.0,230.449934472,POINT (-73.96075315499999 40.69252089),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_90fc0_59384acba899e.jpg
182825,1496844733.65,598.0,73.5182631085,POINT (-73.96075941000001 40.69260243),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_bf747_59384acdcd6b8.jpg
183137,1496844736.65,599.0,53.5315645861,POINT (-73.960821485 40.69277313000001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_1a6fc_59384ad770764.jpg
183331,1496844738.65,600.0,32.1625525903,POINT (-73.960832805 40.69291369),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_ba410_59384ad202541.jpg
183566,1496844740.65,601.0,32.8631411005,POINT (-73.96085685 40.693041025),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_1d2bb_59384ad23d9bd.jpg
183748,1496844742.65,602.0,29.1320037855,POINT (-73.960889835 40.69313663),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_e8426_59384ad2943c3.jpg
183939,1496844744.65,603.0,26.1439901705,POINT (-73.96093430499999 40.693236935),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_347c3_59384ad814f5f.jpg
184149,1496844746.66,604.0,29.5860205382,POINT (-73.96094361499999 40.69335025),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_3488d_59384adc36dd8.jpg
184360,1496844748.67,605.0,44.8205351711,POINT (-73.96096036500001 40.693480575),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_1278f_59384ad7da750.jpg
184561,1496844750.66,606.0,84.6398705027,POINT (-73.96097338 40.693586755),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_075c7_59384adedd3fd.jpg
184766,1496844752.64,607.0,55.2149460413,POINT (-73.96101156500001 40.69367563500001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_28f8c_59384adc8977e.jpg
185065,1496844755.66,608.0,59.2786730275,POINT (-73.96104759000001 40.69380875500001),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_6f4e0_59384add606e3.jpg
185372,1496844758.65,609.0,70.4660519021,POINT (-73.96105486499999 40.69392723999999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_2dfcd_59384ae22ef88.jpg
185685,1496844761.65,610.0,35.9597310757,POINT (-73.96108971 40.69408333),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_b0919_59384ae97c9f8.jpg
185887,1496844763.64,611.0,44.3691198229,POINT (-73.96112693500001 40.694194885),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_5f421_59384ae23a431.jpg
186109,1496844765.65,612.0,29.9220638803,POINT (-73.96115804999999 40.69432646),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_45a40_59384ae51b62e.jpg
186289,1496844767.67,613.0,26.4502676281,POINT (-73.961177625 40.694421325),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_d6498_59384ae6e76b3.jpg
186495,1496844769.65,614.0,26.7892162786,POINT (-73.96122495500001 40.69452420999999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_e1959_59384ae7d46eb.jpg
186712,1496844771.65,615.0,34.1253634565,POINT (-73.96125071500001 40.694607965),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_4d33d_59384aea1b042.jpg
186997,1496844774.66,616.0,36.631838402,POINT (-73.96126888000001 40.694784525),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_3c069_59384aeb5efd6.jpg
187219,1496844776.65,617.0,50.2532480969,POINT (-73.96127690500001 40.694875505),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_00b92_59384aed349bf.jpg
187411,1496844778.66,618.0,37.8492437843,POINT (-73.96132451 40.694979135),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_31238_59384aefe526e.jpg
187618,1496844780.66,619.0,73.3519498896,POINT (-73.961374435 40.695094315),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_4d6f6_59384af2d3a71.jpg
187818,1496844782.66,620.0,66.8703576602,POINT (-73.961402085 40.69520462),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_474ce_59384af0b17e6.jpg
188021,1496844784.67,621.0,38.9824929005,POINT (-73.9614143 40.695317315),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_ddda4_59384af304a4b.jpg
188224,1496844786.65,622.0,54.6773648776,POINT (-73.96144585499999 40.69541161),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_a19c3_59384af69463e.jpg
188430,1496844788.66,623.0,25.5814410134,POINT (-73.96144603499999 40.69553999),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_19a5b_59384af91dc1f.jpg
188629,1496844790.65,624.0,72.7802809228,POINT (-73.961461305 40.69569474),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_02974_59384af81bfd6.jpg
188836,1496844792.68,625.0,81.1968277452,POINT (-73.961472845 40.695788135),http://storage4.openstreetcam.org/files/photo/2017/6/7/proc/464547_14874_59384af9c1b04.jpg
